DEF A 50000
561 83459
-77 95845
781 197645
927 421244
-899 359369
279 300301
-143 227123
388 433633
-648 360907
432 288594
778 229191
27 369024
475 156953
-671 207687
818 344052
523 422201
143 394230
148 68342
164 187544
-379 2758
716 186128
-341 370370
-712 392485
496 37430
-145 73855
32 95729
640 250800
520 230093
985 414792
-421 328239
822 117483
417 2292
402 186780
-1000 357663
-304 397693
147 474265
74 358034
-108 3901
545 235726
827 203710
-716 392371
138 191406
-473 137987
929 326805
670 288189
569 233974
-738 217447
337 416779
497 50665
21 182197
415 140523
509 379296
962 123233
63 136705
-694 368141
663 169504
-839 139563
887 160198
29 126363
-986 141821
-20 488485
747 487734
731 299067
448 209420
343 147257
668 231240
570 144749
-878 307509
333 356185
-255 359874
299 476160
723 154829
-732 352754
462 76110
-210 279543
478 228551
981 96003
231 163898
9 40569
-189 117766
216 358981
-248 324391
370 186606
-412 163462
470 295790
435 94487
-411 182990
-792 88001
737 452969
87 291473
-55 219252
177 18033
-357 370997
959 118226
243 258694
-719 470302
-702 426320
-137 250445
-460 276954
779 30566
-122 153879
139 370357
-717 176258
-864 124280
718 243948
816 234034
909 479421
91 64102
-407 91480
867 422608
-164 188520
-281 102590
-735 148272
-597 259582
719 441942
240 2716
-157 313013
-325 45479
-942 7483
173 290891
-338 499628
27 70844
3 307972
676 379602
-441 188431
-990 496931
-246 147875
760 328961
-226 225505
896 493438
-984 292871
-986 445837
30 153193
-541 306923
-561 191920
-756 76207
690 416065
-760 458321
-456 299144
637 307945
-502 475911
-150 422067
-474 248437
-766 302524
935 263261
-540 381910
493 289687
432 202989
-490 74843
-214 262960
-10 168893
340 392423
749 276224
891 179373
-673 349043
-268 202202
557 11819
-329 179649
835 353088
-738 37582
407 186888
-158 25364
25 15861
657 144766
-919 13033
410 129410
-672 458150
-917 205241
-85 203987
-519 350496
-582 490611
667 229514
749 492589
-483 423926
-120 290819
-229 257239
536 9862
338 301073
610 129466
303 456809
877 498380
-237 220457
-585 171902
24 485817
596 85604
-544 178574
-220 451572
-646 250216
-266 208866
311 115591
-653 6387
-193 262760
533 33608
105 109445
182 142181
402 358461
175 273027
-615 361794
118 478865
845 441710
-396 30071
-744 472948
141 406389
449 392337
696 84533
435 226777
-678 245556
452 77514
274 212181
400 464660
131 343999
459 9682
589 421574
-393 408900
-577 394989
305 445213
-850 125125
739 472374
540 28629
171 64740
59 132538
994 70270
897 114718
857 392394
422 298426
-555 236545
-670 192671
-308 116613
-411 244571
-533 213051
-157 465888
-238 18617
-519 70023
-745 468256
534 343827
569 236425
796 207000
-908 104249
-645 412838
414 135313
782 348960
476 64988
69 497001
706 262684
-565 69916
-203 135590
-906 484814
-523 388930
243 163341
486 308125
-179 351912
-21 139533
-604 282625
-475 462425
-664 455053
-863 138175
45 187917
389 302533
-696 140183
494 167034
426 267935
-57 498378
-637 232553
-390 96759
-388 127197
-213 173833
376 269703
-384 96398
715 205706
470 47528
-148 19453
-244 287382
545 98371
-42 103517
-300 311063
-236 341378
947 359299
456 197374
-789 419809
-429 50884
-980 85371
-62 125098
187 178923
837 298860
853 489918
130 442212
363 121719
597 30297
-224 339716
-236 107815
53 170511
69 151911
755 208623
30 289980
948 432869
-766 540
-323 386228
-793 137499
441 492109
651 12421
863 348903
371 307164
605 349656
-7 319378
608 97187
-851 87834
-504 236558
-407 103768
896 170684
731 320958
-332 231754
-271 45457
966 492916
564 15029
361 212468
209 271298
796 373899
-961 347741
982 358165
954 392828
834 287253
-768 257718
-339 90568
545 145437
913 87569
714 96018
181 231344
663 321056
-748 205315
948 464150
956 215629
696 403219
-18 458663
-25 368814
-776 82431
-218 246678
911 355305
663 491818
75 449285
157 449722
196 267540
-255 61565
205 228619
-17 472505
-242 185791
-668 381815
-84 162686
-24 59444
436 256115
836 255308
-874 371919
258 256051
-653 186949
-273 338531
-616 96737
-211 285033
211 71610
273 414384
754 25530
347 111718
558 146616
899 314528
-934 98773
41 250147
356 190704
-209 255044
-429 397155
279 175639
19 425392
-576 65368
-793 377177
566 314972
-199 404184
119 83748
-385 157689
-951 371684
753 225598
-359 108291
248 461222
8 430900
758 269418
-263 223409
648 458858
507 60298
929 331249
-146 282217
-814 230280
579 103986
862 429636
-656 399446
-627 33487
64 496193
-686 137471
-810 273828
291 110370
413 312325
-96 18120
895 237623
662 30705
-661 462810
-206 196926
-210 258355
895 32698
-93 492208
-497 377613
300 444046
-99 119284
504 153162
-139 63101
-335 327976
923 16592
506 351913
-406 264629
-607 15057
967 440495
243 20455
518 120535
-464 338823
434 329318
-486 145314
679 486469
301 324646
558 146134
651 453099
-559 399053
220 465865
399 281489
440 288889
-207 416189
563 115433
-240 433032
-936 372729
379 96111
42 48217
959 451609
-810 208528
37 150375
398 144216
-665 386467
-291 222750
184 275607
-203 233981
54 46594
-896 432506
-214 310722
294 360081
-802 409615
690 16122
-698 214678
472 154416
269 196857
373 288094
-360 215167
72 406436
-10 229008
280 88823
-726 319048
816 242478
-543 257178
878 82976
-690 14144
-483 94746
-440 118308
820 232035
-106 225663
-817 385191
-6 477863
920 279284
-644 216501
756 201734
710 435964
-925 410935
207 198838
-400 148411
475 181514
-828 240053
-126 41667
-551 365675
-413 453248
591 321982
-70 379222
433 32934
-529 339071
127 96410
-972 71175
282 106525
-836 378476
-48 283754
15 486324
255 99694
-339 199715
103 358061
540 226824
645 120108
239 424624
659 326857
-800 226397
860 74750
-445 238364
314 368254
-222 231961
-787 260439
-190 179293
-783 265723
-849 241690
-916 63669
-810 364427
-543 306256
335 210604
-34 462403
-57 250887
309 15485
940 74042
-580 475001
-680 140174
225 197865
974 455073
-713 409071
561 116520
924 187576
515 308623
-890 231057
-187 384221
-280 67060
919 47585
205 426592
-764 173413
-229 401379
-332 301890
-960 157118
-799 114641
929 438663
-451 94149
316 467047
-997 271163
-681 147396
234 2932
609 206686
903 477615
5 286267
-674 384504
481 380121
-339 181249
364 398624
124 404426
-296 394064
328 271759
-473 420912
704 169549
-139 36220
479 367451
-372 422706
978 42608
-661 45190
992 438645
-149 79724
682 446656
-726 497257
402 81855
-155 447139
-355 266261
-440 60275
-480 154936
-370 85576
-794 84097
924 332684
429 9026
-816 89574
-316 355524
-612 405048
416 173811
-464 31166
-214 26464
-174 176550
579 142490
-834 136398
-150 59107
-41 229809
19 265055
-709 498133
637 14038
-910 285072
838 35421
-143 283213
487 365245
275 142326
-369 150858
678 214758
805 322329
-587 199944
905 28497
-77 171070
588 106779
-141 168139
-74 164140
993 215559
541 68238
-3 492755
-896 22621
989 102794
-848 458088
-989 402296
-898 45717
883 6707
62 315465
-665 480338
867 243448
-936 162314
445 49131
25 332977
96 167529
-591 146125
55 244957
-574 313618
382 188394
-480 221543
561 316279
-309 345849
145 373389
-272 25160
411 167763
539 440047
150 437712
832 157457
1000 133868
-420 35791
-320 461225
840 51794
56 148598
547 347050
300 272677
-89 420538
63 408971
-699 120110
-936 398242
858 98633
573 460979
-367 323170
548 274684
-127 230935
636 155523
373 14582
166 460070
-45 466317
-720 347561
-476 255084
-794 193096
-555 416350
-627 53494
-750 338117
247 203376
889 397426
-844 242999
-244 396032
519 53159
-998 397935
-214 331794
665 102235
-523 453285
-720 29765
735 279582
-419 246064
290 213827
-520 277076
-104 426780
716 62081
682 227370
38 52176
-582 317041
369 104502
878 50871
-535 285680
619 353485
-940 136589
188 483494
-605 484034
766 428194
947 195415
-946 60525
349 495293
194 406722
278 143988
-395 274960
-783 62587
984 380293
-692 412564
866 80223
-674 495039
-88 10930
214 85534
957 124141
-128 370733
-900 59874
-512 393595
-484 320151
79 442301
894 175729
756 439666
704 449
712 346624
-295 171409
-438 456358
-810 106686
879 12860
-871 215229
-869 309371
394 102345
-433 194112
-731 134577
-445 498496
-228 418952
230 21780
648 153072
746 386823
-817 443902
-56 54614
450 151576
-992 191970
-497 394229
403 372539
921 117822
-544 499819
-4 265715
198 19672
992 67443
-434 105443
-115 159611
514 423863
-793 377060
-330 362955
285 148426
641 19599
416 487920
-643 302070
-215 482438
944 53793
-151 481829
-989 397829
997 53879
-812 476988
585 104141
-929 72995
-564 307581
-674 312658
43 50556
-231 168668
-994 116347
762 482735
599 404278
-980 373456
-570 37181
-695 395715
660 111303
488 476427
-11 178439
268 53681
-110 222420
-702 245990
6 389009
219 366869
-720 111431
-640 364750
-788 476209
-189 218678
-44 498520
-898 316755
79 96560
408 459251
98 205529
-853 326620
-701 152611
140 250267
854 50352
-123 495975
-464 250833
431 122364
-228 145711
683 454954
922 233780
532 69263
-911 469912
583 17622
-684 265866
951 48086
530 143794
600 119629
871 214764
-653 46419
770 151335
-298 410428
-638 467273
-855 342094
-589 97587
372 458986
397 79773
440 49929
162 157675
641 246287
-717 299453
-139 152265
-596 42916
-229 361463
-342 288475
918 439780
426 344635
-166 56067
-542 65225
-817 6447
251 402637
-977 211125
147 345162
154 148961
-702 191298
338 154573
782 342343
-284 452436
742 66032
-273 249314
579 236246
-936 64587
-114 17173
964 472152
-1 12529
-598 331240
546 255701
-60 270988
582 336525
76 408647
-380 138649
-947 365636
-762 426926
578 363430
-157 305589
-751 224382
714 245946
776 345145
714 408803
984 176958
442 206403
-333 437505
-647 28960
-910 475790
-411 253843
706 296705
220 405874
586 215224
-597 262687
-27 497613
578 200529
353 93831
-637 64049
52 90664
826 87118
-204 20670
-192 451610
-478 373388
321 116804
456 291085
-553 297396
-971 345380
-746 487080
-524 121286
156 489651
-748 209948
-545 124160
37 278467
329 291735
930 480282
939 139512
-204 377185
-274 151725
-918 308916
-931 233803
275 223517
-37 419008
-647 123238
31 441040
-43 345681
103 257846
-397 197234
-188 19973
649 364516
723 102320
302 325236
-261 204419
-601 485855
249 86792
-837 127834
-843 338646
235 110427
-18 318261
654 341589
282 48424
-420 383678
-757 351086
841 43994
967 456943
-608 319120
46 435235
425 154677
-678 39973
-977 222692
-390 331374
266 285699
266 114612
572 135274
653 135593
-18 404009
-927 254238
587 84100
-875 325475
-57 325738
-198 263491
869 262790
-442 444655
166 209321
-466 100639
26 296033
247 242537
-87 357392
-185 205957
-622 338213
-187 730
-42 305288
393 71061
-640 173459
-628 217492
-718 133149
-963 86239
-315 462734
-236 259372
38 402033
-354 49610
-802 227979
404 305278
-802 464317
40 11965
-305 42880
-410 53257
469 243603
-82 151358
63 116441
-597 278733
298 254673
-941 282190
-642 21238
362 355499
159 133740
-223 455817
462 405729
-875 194199
-302 450623
-1000 431180
959 296349
530 43943
665 361890
-720 481330
748 347315
-650 79953
-876 248686
-130 321500
-764 270132
490 76956
-837 63122
-989 121185
995 494063
-246 158296
-556 316070
-799 225928
732 191731
-56 253021
873 123901
135 472332
-307 282692
844 295781
-798 28233
-428 11302
-16 459375
41 79414
-809 347663
-219 361912
-950 95579
-746 169007
-49 35678
-459 396209
-890 456453
-118 307087
-307 85888
-153 207420
253 326699
-968 91974
-943 222311
-767 445491
-63 48356
889 274255
98 30101
675 139185
-185 474067
-479 347661
-892 132083
751 487397
-608 165218
19 27121
209 302593
-231 14269
100 181743
-154 319476
-863 210208
515 42402
-981 289115
842 105930
319 226724
-941 387816
-683 308589
-842 317804
8 201976
-466 466284
176 186665
627 44376
-267 352507
305 481279
818 470656
442 202282
-146 232739
-452 64919
-144 319817
990 386786
-493 283214
-661 468895
-994 309713
176 440603
-961 489156
-454 337683
716 142433
871 492258
-336 399773
-690 72807
657 498590
282 7139
816 272272
277 393489
950 136193
-734 64589
-712 45030
889 176166
-218 268999
-580 287363
-106 259735
-65 6169
729 80660
-993 238547
-366 23105
425 443620
-65 15547
-538 53286
-889 80704
854 10197
-438 345160
-699 4470
-475 153343
-203 411356
-265 131757
936 393113
-55 317753
-851 267929
-694 496473
635 492014
561 418559
-374 170281
-217 271755
-711 25330
537 449660
-83 499766
-305 292469
-725 413950
544 423344
-159 116069
-413 12612
233 245934
271 353313
-572 328640
829 147386
-895 115392
-318 242810
-949 497666
-768 278758
338 427989
-224 42448
554 348383
85 421341
453 240415
454 408991
-733 305185
-58 65684
-578 487011
-141 449989
-887 206645
379 302945
-342 261659
692 236705
-181 469797
-670 343335
761 231114
143 292707
614 245865
-438 95075
977 143030
-747 443768
-577 85035
-167 489368
197 326740
57 390725
-315 87047
743 493804
-532 344327
-529 449044
984 417748
457 125589
-447 262351
497 267545
815 323406
-40 396766
501 428809
704 373323
-490 150920
458 181098
-39 333053
134 404477
355 161929
398 440793
396 282205
283 198316
389 39910
474 493831
-319 90572
296 385018
-679 17638
736 32568
790 174744
-535 230069
709 442081
160 214305
433 71865
213 94219
800 69059
-898 207616
-406 324681
-185 201470
780 413350
-518 23677
977 168915
636 7417
-582 388218
383 150238
790 418820
708 435684
-408 379919
406 303759
-606 130368
357 210667
248 486909
-424 1005
67 334049
667 387771
406 412019
409 179823
-473 132146
-360 24063
483 301992
-156 367812
190 194623
343 224711
347 403512
307 133832
-565 226387
-25 139821
700 464586
647 170928
630 42553
-456 393535
313 217305
471 396541
-347 477744
-166 382081
839 204442
687 256452
-31 334229
837 304480
695 17031
-507 489958
-967 427030
-323 253212
-444 95120
181 118690
775 168203
-141 194991
-274 70619
19 397102
-625 311991
837 228403
-755 458862
907 395148
48 278630
688 43129
575 59476
-299 445864
-957 23430
-143 264889
231 56497
468 465061
-448 251977
356 441685
-537 369128
-473 38562
-176 57392
865 171346
-781 379755
530 443074
-483 341313
549 407544
-998 246484
-416 156287
970 312553
-286 287572
557 395054
-729 452247
274 389249
291 471547
-103 292805
-89 81361
-274 407109
-856 314889
515 9948
-444 31262
842 120021
-498 307407
239 420202
653 227702
43 315834
754 486411
697 416461
-463 57414
632 352463
443 37287
-944 45380
-705 198446
581 248566
690 139651
-406 147453
482 259771
-655 51591
187 121827
705 461552
425 458258
948 408736
57 321435
912 177537
342 307136
310 175407
155 370451
345 400368
48 403859
523 406239
-717 184038
886 296927
-830 11325
-246 368216
319 133641
73 480117
-825 357223
-622 364585
378 263316
269 233863
683 105553
618 35394
575 28732
404 266451
-313 155585
-329 280823
950 23506
562 461984
852 320524
565 334275
963 384899
-530 248112
-409 218022
383 254579
-687 187389
169 99558
-628 412819
79 249183
-367 253324
199 392296
-260 98342
-345 439171
272 316239
877 204399
222 434843
-374 97603
-279 450596
237 214934
-447 457170
604 222720
215 392875
69 423424
-217 314723
490 14930
-408 9452
-665 333456
389 223971
704 93964
956 188753
-563 485298
-728 179143
-20 140383
473 63905
13 380921
426 379902
-418 423741
650 59882
-886 28760
942 129770
-565 175693
237 278383
-357 296154
-577 130734
-708 223417
683 215178
816 246982
319 407229
-532 329488
-55 360746
-584 326138
-516 148677
-637 200248
123 194265
-340 424905
794 47695
786 389387
859 131025
-43 260338
-658 395708
527 49537
-53 379958
992 112040
-919 375743
-310 264747
945 323405
272 470405
252 14102
536 82748
351 440589
82 128362
-722 157535
64 154380
-248 365407
767 447213
-158 454299
218 459615
-734 7974
307 63910
-193 54073
270 393565
-776 244158
40 15339
196 239008
814 117853
554 388074
324 204099
352 133912
54 41976
-56 185044
363 407917
-49 4487
-343 263053
-973 381074
588 36631
140 182770
-813 156384
-556 479592
-725 86679
661 370971
506 6482
-106 332238
217 134526
981 374995
938 253651
969 927
357 339985
-566 360502
-646 214537
980 47654
232 272546
-734 495191
979 486139
851 147288
-364 287447
-852 473681
54 212548
119 322896
254 436772
-489 363063
-723 115961
30 9581
720 306717
3 144143
-535 58286
250 479335
-503 393708
-606 418518
-57 349199
976 185302
-963 239943
750 199966
-996 346594
576 304546
-555 76806
-451 319721
413 268164
508 140378
711 86033
-625 305778
-405 72753
602 498971
218 217329
865 374213
-50 416133
109 126279
606 201777
492 235070
888 445158
161 305209
-736 282956
476 285327
-61 462628
261 189879
-443 448516
-150 157144
390 265093
-327 480
-350 463562
380 310884
280 165447
-612 119215
-990 65787
-850 349955
-615 470966
-285 327496
691 74833
-720 454379
-565 102279
423 191768
177 349383
849 366805
-403 275220
-360 412545
-714 255216
598 18905
685 106290
710 255295
163 261992
491 110833
411 17771
186 227460
849 176802
-661 291636
474 76658
811 95574
313 167153
371 433914
-343 143793
-64 59038
-969 229423
-221 291992
124 442075
520 465942
674 325510
528 151556
355 437509
-599 279006
390 148688
-687 325215
-849 319092
-920 367132
506 381863
24 359839
276 327112
661 271525
777 275630
308 391601
522 110919
581 455284
-24 185610
-326 60737
-697 148020
714 214499
-644 460430
-851 240088
-540 206807
715 281588
726 307104
-735 478625
-288 250595
-346 334396
-130 223355
-959 266021
687 190916
481 447844
-492 439870
238 458276
-44 487774
-390 449359
-931 359921
-399 460606
-272 497271
71 134345
-348 232072
-251 31233
-423 300422
915 93600
-933 64263
-442 365124
-919 226275
-944 267043
-729 155984
471 104802
-73 187024
-448 248211
-61 252072
662 279228
-566 282159
-18 440092
129 28223
-972 189827
450 351153
148 288425
837 36355
-913 92564
-61 94735
-545 23329
876 69392
-845 245050
905 62431
-693 416484
-151 240844
-512 487559
181 278529
-751 391952
-556 346578
-659 276520
-31 34199
-162 79211
-937 467428
-275 466075
-562 70893
474 176153
-142 358289
963 366283
-549 448208
708 351428
-495 423309
-163 202316
-874 37767
-384 13070
-665 322270
-710 409274
628 69227
-815 216321
165 376102
505 226295
-897 337039
507 386315
-243 381869
-570 180608
719 447650
-857 443390
-366 110358
488 73671
395 487687
-644 299595
-729 17236
666 218273
-65 495861
27 431937
-104 355895
423 253365
639 318133
-599 495240
-213 292477
-867 95715
261 157510
-768 368509
-673 332625
229 454650
553 75117
193 409486
-120 161928
801 11836
-861 379937
-824 337264
415 355094
960 448500
-127 391668
-530 425449
624 158434
611 219024
-871 245339
373 480057
-172 348532
446 292065
-975 27354
953 57130
-549 137296
-103 476167
433 405597
-48 454565
-121 469110
295 230766
716 270483
-73 150041
64 333877
385 300232
681 102928
834 493044
517 434846
396 111045
-337 202258
-357 35440
-308 215768
-493 23108
822 468780
-951 84785
-292 217607
-773 46698
76 424208
-565 251704
473 234955
-240 79345
-214 220154
934 90671
650 334400
515 307256
483 397420
-996 23364
90 458397
-384 264657
91 136438
-49 322018
-395 248086
-345 113362
-301 41571
801 315206
-770 294373
-661 95482
962 412291
-387 448332
247 23661
-475 270453
-351 167742
-247 253707
-543 285558
-975 499689
-377 29345
400 56984
-861 178911
476 494762
844 409760
-729 128579
520 309209
932 240526
440 179923
695 186277
325 363282
814 495100
-279 449552
138 229344
237 179017
-6 272287
-969 453263
-46 359927
-582 45209
-321 240859
538 66215
-662 366100
420 408705
-257 364025
-965 227331
-14 223799
677 326185
-685 491972
-905 371444
476 364499
595 448745
518 259842
-355 80068
-327 317560
78 218404
259 328186
44 472897
-604 438274
-639 492646
-623 233535
-860 106616
-468 321159
-77 25931
-524 202941
-442 172641
734 18371
668 348771
-609 268154
-584 378179
45 211824
628 289603
31 310803
-736 75397
189 151624
-453 227757
933 26612
888 169494
-470 316981
292 261904
-734 201656
372 87203
761 392572
-493 252091
-300 227997
-875 142317
863 44464
-718 28973
316 380765
-527 279907
673 71554
-151 19994
-859 477385
641 314233
827 69438
619 332229
-755 318068
-673 202127
-354 418080
151 27546
-744 150148
7 160437
-854 262455
590 65213
-728 306636
384 406492
914 233718
-91 29971
-301 111173
372 219117
333 162453
734 185733
-383 118642
-812 39458
-490 174082
840 493906
861 83866
991 471916
-44 494292
187 288786
600 149513
-20 123227
-822 300593
778 499104
-910 320558
829 411706
726 259232
-974 173878
502 424349
468 378074
520 168880
26 272683
438 254466
-542 212357
233 234682
592 258811
-82 77345
-316 457345
354 173070
-930 47336
-125 50994
545 358425
811 341131
849 477473
-39 365678
-458 100517
547 48576
392 134177
625 212431
646 209117
-360 153322
322 193963
558 12250
-805 486656
900 345616
873 287970
502 196005
-488 105036
-69 117319
816 222303
749 78201
-308 191005
229 268166
-645 216734
-473 248131
-464 11484
-586 267468
-362 492815
892 138192
970 110921
616 331506
704 183637
-780 477383
-908 89023
167 208881
962 143317
19 35325
886 135597
509 874
71 135368
-783 194996
588 457084
-940 167652
194 405017
183 407578
484 155602
527 451035
-188 140298
411 458368
-304 357485
597 401523
861 491627
-820 441528
785 367332
-858 312647
-776 340132
-878 460366
809 312074
-637 397502
679 226336
-162 56998
457 127439
-205 124049
74 129610
942 278065
-879 206504
577 33247
325 328331
-635 354133
93 140819
693 55477
938 126288
858 393184
-814 113812
2 345033
45 309651
-87 18028
19 429012
-154 447034
-752 259275
921 62788
-427 170525
-932 231375
28 428011
-649 190097
-377 179989
626 278838
481 422213
553 227887
-795 237309
-326 301609
799 250286
-409 127788
405 30604
313 257579
814 203563
471 275887
419 412710
-461 130341
639 37295
-74 322677
-464 455471
520 157726
-380 129961
-305 195977
189 433182
146 447836
-407 328256
-6 98286
-250 273198
667 383552
665 481913
-126 245655
-523 477791
945 139271
627 131182
262 312148
-526 275488
-697 439995
-701 440796
-331 290508
-243 32202
-196 375459
-41 256228
-374 73570
789 437361
145 180559
725 236101
-498 67423
-98 78900
679 54744
314 463827
-214 168030
-270 265197
323 225413
701 201505
52 438389
638 187493
-950 54878
727 249467
-27 130889
457 164918
-159 24949
559 239482
-914 304768
927 19193
-296 43547
240 29376
-994 497276
-579 474740
671 49374
93 189466
-668 417655
306 17023
-27 24588
960 43147
611 371018
-372 146196
-263 277727
997 481332
750 286960
-209 254137
-568 271718
461 291648
721 18495
-23 73228
-956 62781
-582 160930
-151 384398
389 158955
321 70545
619 395167
295 399089
634 41182
308 147628
291 89724
-822 353645
119 277466
352 359652
997 478082
918 493720
-658 170780
921 174618
-458 78164
956 414030
-754 309675
817 163292
835 400357
-72 67037
392 171132
-894 397656
494 477077
-213 174392
533 42258
193 291114
487 432823
-494 218439
-262 304743
-399 488208
-499 379331
385 387139
-872 106850
-648 13158
-94 144502
425 328016
-228 228671
796 286767
-325 324570
-472 477777
378 457260
-894 160503
-812 383733
79 242073
-301 159882
591 133349
267 484828
531 347356
755 302283
775 302254
633 396760
163 430836
-972 40726
280 170736
261 336228
505 324525
-240 49467
-930 1308
943 394267
114 250878
744 168669
-226 173053
-737 149349
-662 296035
794 105697
-349 133593
-667 121976
-944 59013
-271 137385
469 272417
-196 6831
227 82637
287 47082
-272 96026
744 95925
919 12061
-600 303618
-544 410616
-270 381033
863 372398
-701 38493
-440 485859
-79 137076
411 59728
309 429610
435 193901
-595 246224
425 151190
-881 288556
547 212958
-180 470380
-874 330440
354 213715
-235 323162
-745 457411
619 62343
62 317911
-81 101805
-640 215280
-886 230327
650 258513
329 363934
263 407926
410 284700
-59 448232
157 365448
977 459714
799 256411
-362 424018
223 414375
-26 23813
-811 209524
-14 85873
400 455545
727 467616
946 321099
-622 293028
-900 292105
422 216427
134 395626
669 413992
-484 351530
-310 185722
101 308501
629 404781
-473 378085
-698 200131
-315 192306
482 452967
722 367089
964 312283
413 216136
-45 194586
854 151913
75 498292
-325 43870
-748 74432
-101 12599
-588 335006
-456 486856
-481 462984
-134 117053
776 367582
347 91021
423 184971
287 314959
-116 61423
-850 11897
-257 238328
-918 215412
-139 66024
-253 396737
813 344547
192 468966
100 398400
-278 40330
29 81180
879 308932
514 138268
416 458160
-137 25153
-738 293832
-417 210367
-664 196575
377 306274
894 66751
447 479736
404 199736
-338 324388
-924 398509
-136 85570
542 155367
-23 273088
-941 489927
20 411471
953 300286
30 462235
-307 386032
93 270164
-29 2234
968 319131
-57 472221
-355 170575
-557 220996
973 110847
3 459571
144 104716
-905 50841
-823 231871
-540 206875
918 178297
-31 241898
435 316048
-661 478697
-309 438585
-691 150431
-354 284321
-739 368379
1 444307
528 76539
-411 332290
935 33571
-780 347096
980 473690
716 251256
-997 461314
-646 280759
798 346964
-416 261606
-752 30167
-125 482017
-568 5166
420 233394
-960 206561
-707 31275
-848 242885
-381 370615
-605 202408
576 257098
895 310975
-746 21679
689 447090
165 47732
675 384540
115 486896
62 399222
-505 35717
-495 291717
-92 47356
149 478150
427 555
217 63947
-991 440260
584 313620
475 39246
398 375650
358 260008
-178 138996
146 484547
356 323616
-186 3161
-162 236895
419 367092
975 338273
-12 62628
426 204721
-234 348745
-256 93301
310 294124
-517 347705
714 13515
257 293638
916 257642
296 374912
745 339878
262 104325
-533 399428
-30 144761
718 69624
176 169971
-951 1182
767 307937
544 309413
389 216096
-113 384896
-375 39731
-555 131124
-181 312465
-433 427853
-608 434641
651 252816
-287 322913
974 259388
-148 331733
764 131578
927 301823
-906 42076
-854 84275
-615 220381
-881 211962
832 372213
237 100831
148 441590
923 249561
529 190836
-404 326913
500 162993
-292 166324
191 92075
338 143797
209 121104
969 400205
383 336609
-4 471687
754 15768
-458 275186
988 413461
205 273975
458 354341
-132 391459
830 477136
550 438768
-702 470521
-508 107400
-461 191148
761 462927
-475 247814
-958 17336
-542 71860
-843 497916
-627 168796
381 331015
530 373188
968 422613
-382 83047
-877 376719
79 126444
429 100116
-449 422036
-920 379486
354 228856
137 396891
398 230301
519 182460
-946 185918
200 72328
55 10380
607 499006
617 195823
-457 296328
-189 108048
-307 224016
295 234654
-527 345643
-280 177538
16 424959
-765 470224
-95 119044
-377 63321
-709 492224
181 472667
-891 412712
570 191023
536 313522
974 262988
-828 133393
142 474574
-368 158130
-486 488520
-104 71462
858 235312
-248 471945
-727 214861
-67 489092
136 172788
-951 416898
-127 186120
105 227496
909 443665
-544 28182
293 380322
-657 127057
186 254057
345 468441
-823 225002
-595 443808
714 308292
225 334048
-42 197227
978 194795
-869 148894
-841 446586
-389 44313
-828 183627
-179 487688
-914 399839
-859 170152
685 410214
350 400316
-236 477768
710 346936
601 366113
-252 248529
-19 212749
233 440133
-361 477838
-194 487140
-394 326561
-297 376728
446 212152
-151 388726
763 318796
-27 397298
-221 81888
-473 400879
-607 361491
-218 438984
-34 177891
726 52046
-982 267718
823 206525
-174 137854
-255 261271
